3000,Andhra Pradesh,Visakhapatnam,RINL Visakha Steel General Hospital,https://www.medindia.net/directories/hospitals/rinl-visakha-steel-general-hospital-visakhapatnam-andhra-pradesh-22636.htm,Visakhapatnam - 530032, Andhra Pradesh
3580,Assam,Barpeta,Homoeo Health Care Clinic,https://www.medindia.net/directories/hospitals/homoeo-health-care-clinic-barpeta-assam-16922.htm,Barpeta - 781319, Assam
3581,Assam,Barpeta,Khan Dental Clinic,https://www.medindia.net/directories/hospitals/khan-dental-clinic-barpeta-assam-46114.htm,Barpeta - 781316, Assam
3582,Assam,Barpeta,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-barpeta-assam-92330.htm,Barpeta - 781352, Assam
3583,Assam,Barpeta,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-barpeta-assam-92308.htm,Barpeta - 781325, Assam
3584,Assam,Barpeta,Ramakhya Medicals,https://www.medindia.net/directories/hospitals/ramakhya-medicals-barpeta-assam-100658.htm,Barpeta - 781315, Assam
3585,Assam,Barpeta,Sanjeevani Hospital,https://www.medindia.net/directories/hospitals/sanjeevani-hospital-barpeta-assam-20953.htm,Barpeta - 781301, Assam
3586,Assam,Barpeta,Siddique Clinic,https://www.medindia.net/directories/hospitals/siddique-clinic-barpeta-assam-22459.htm,Barpeta - 781309, Assam
3587,Assam,Barpeta,Smile Dental Clinic & X-Ray,https://www.medindia.net/directories/hospitals/smile-dental-clinic-x-ray-barpeta-assam-42578.htm,Barpeta - 781315, Assam
3588,Assam,Barpeta,Sub Health Centre,https://www.medindia.net/directories/hospitals/sub-health-centre-barpeta-assam-92310.htm,Barpeta - 781326, Assam
3589,Assam,Barpeta Road,Micro diagnostic Clinic,https://www.medindia.net/directories/hospitals/micro-diagnostic-clinic-barpeta-road-assam-48746.htm,Barpeta Road - 781301, Assam
3590,Assam,Bazaricherra,Makunda Christian Hospital,https://www.medindia.net/directories/hospitals/makunda-christian-hospital-bazaricherra-assam-41170.htm,Bazaricherra - 788727, Assam
3591,Assam,Bijni,Debnath Clinic,https://www.medindia.net/directories/hospitals/debnath-clinic-bijni-assam-47397.htm,Bijni - 783390, Assam
3592,Assam,Bilasipara,Chowdhury Clinic,https://www.medindia.net/directories/hospitals/chowdhury-clinic-bilasipara-assam-44595.htm,Bilasipara - 783348, Assam
3593,Assam,Bongaigaon,Arogya Hospital,https://www.medindia.net/directories/hospitals/arogya-hospital-bongaigaon-assam-26645.htm,Bongaigaon - 783380, Assam
3594,Assam,Bongaigaon,Arogya Hospital & Research Centre,https://www.medindia.net/directories/hospitals/arogya-hospital-research-centre-bongaigaon-assam-70144.htm,Bongaigaon - 783380, Assam
3595,Assam,Bongaigaon,Arogya Hospital And Research Center,https://www.medindia.net/directories/hospitals/arogya-hospital-and-research-center-bongaigaon-assam-60648.htm,Bongaigaon - 783385, Assam
3596,Assam,Bongaigaon,Bongaigaon Civil Hospital,https://www.medindia.net/directories/hospitals/bongaigaon-civil-hospital-bongaigaon-assam-85763.htm,Bongaigaon - 783380, Assam
3597,Assam,Bongaigaon,Chilarai HospitalandResearch Centre,https://www.medindia.net/directories/hospitals/chilarai-hospitalandresearch-centre-bongaigaon-assam-97831.htm,Bongaigaon - 783380, Assam
3598,Assam,Bongaigaon,Civil Hospital,https://www.medindia.net/directories/hospitals/civil-hospital-bongaigaon-assam-92318.htm,Bongaigaon - 783380, Assam
3599,Assam,Bongaigaon,Debnath Clinic,https://www.medindia.net/directories/hospitals/debnath-clinic-bongaigaon-assam-37584.htm,Bongaigaon - 783390, Assam
3600,Assam,Bongaigaon,Government Hospital,https://www.medindia.net/directories/hospitals/government-hospital-bongaigaon-assam-92345.htm,Bongaigaon - 783384, Assam
3601,Assam,Bongaigaon,Indian Oil Corporation Limited Assam Oil Division Hospital Digboi Assam,https://www.medindia.net/directories/hospitals/indian-oil-corporation-limited-assam-oil-division-hospital-digboi-assam-bongaigaon-assam-104494.htm,Bongaigaon - 783380, Assam
3602,Assam,Bongaigaon,Indian Oil Corporation Ltd Assam Oil Division Hospital,https://www.medindia.net/directories/hospitals/indian-oil-corporation-ltd-assam-oil-division-hospital-bongaigaon-assam-74005.htm,Bongaigaon - 783380, Assam
3603,Assam,Bongaigaon,Lower Assam Hospital,https://www.medindia.net/directories/hospitals/lower-assam-hospital-bongaigaon-assam-52410.htm,Bongaigaon - 783380, Assam
3604,Assam,Bongaigaon,Lower Assam Hospital & Research Centre,https://www.medindia.net/directories/hospitals/lower-assam-hospital-research-centre-bongaigaon-assam-30417.htm,Bongaigaon - 783380, Assam
3605,Assam,Bongaigaon,Lower Assam Hospital &amp; Research Centre,https://www.medindia.net/directories/hospitals/lower-assam-hospital-amp-research-centre-bongaigaon-assam-35576.htm,Bongaigaon - 783380, Assam
3606,Assam,Bongaigaon,Lower Assam Hospital And Research Centre,https://www.medindia.net/directories/hospitals/lower-assam-hospital-and-research-centre-bongaigaon-assam-4204.htm,Bongaigaon - 783380, Assam
3607,Assam,Bongaigaon,Navjeevan Clinic,https://www.medindia.net/directories/hospitals/navjeevan-clinic-bongaigaon-assam-16551.htm,Bongaigaon - 783380, Assam
3608,Assam,Bongaigaon,NTTC Hospital,https://www.medindia.net/directories/hospitals/nttc-hospital-bongaigaon-assam-46296.htm,Bongaigaon - 783369, Assam
3609,Assam,Bongaigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-bongaigaon-assam-92451.htm,Bongaigaon - 783388, Assam
3610,Assam,Bongaigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-bongaigaon-assam-85543.htm,Bongaigaon - 783392, Assam
3611,Assam,Bongaigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-bongaigaon-assam-92342.htm,Bongaigaon - 783380, Assam
3612,Assam,Bongaigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-bongaigaon-assam-92343.htm,Bongaigaon - 783383, Assam
3613,Assam,Bongaigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-bongaigaon-assam-92344.htm,Bongaigaon - 783389, Assam
3614,Assam,Bongaigaon,R N B Civil Hospital,https://www.medindia.net/directories/hospitals/r-n-b-civil-hospital-bongaigaon-assam-25288.htm,Bongaigaon - 783360, Assam
3615,Assam,Bongaigaon,S. M Hospital & Diagnostic Centre,https://www.medindia.net/directories/hospitals/s-m-hospital-diagnostic-centre-bongaigaon-assam-5948.htm,Bongaigaon - 783380, Assam
3616,Assam,Bongaigaon,S.T. Augustine's Hospital,https://www.medindia.net/directories/hospitals/st-augustines-hospital-bongaigaon-assam-70573.htm,Bongaigaon - 783380, Assam
3617,Assam,Bongaigaon,Swagat Hospital and Research Centre,https://www.medindia.net/directories/hospitals/swagat-hospital-and-research-centre-bongaigaon-assam-76340.htm,Bongaigaon - 783380, Assam
3618,Assam,Bongaigaon,Swagat Hospital And Research Centre,https://www.medindia.net/directories/hospitals/swagat-hospital-and-research-centre-bongaigaon-assam-23202.htm,Bongaigaon - 783380, Assam
3619,Assam,Bongaigaon,Urban Health Centre,https://www.medindia.net/directories/hospitals/urban-health-centre-bongaigaon-assam-92346.htm,Bongaigaon - 783385, Assam
3620,Assam,Cachar,Siva Sundari Narisikshasram & Ante-Natal Clinic,https://www.medindia.net/directories/hospitals/siva-sundari-narisikshasram-ante-natal-clinic-cachar-assam-32198.htm,Cachar - 788001, Assam
3621,Assam,Cachar,Arnav Memorial Hospital,https://www.medindia.net/directories/hospitals/arnav-memorial-hospital-cachar-assam-81617.htm,Cachar - 788001, Assam
3622,Assam,Cachar,Aware Global Hospitals,https://www.medindia.net/directories/hospitals/aware-global-hospitals-cachar-assam-29849.htm,Cachar - 500036, Assam
3623,Assam,Cachar,Burrows Memorial Christian Hospital,https://www.medindia.net/directories/hospitals/burrows-memorial-christian-hospital-cachar-assam-81315.htm,Cachar - 788101, Assam
3624,Assam,Cachar,Government Hospital,https://www.medindia.net/directories/hospitals/government-hospital-cachar-assam-92349.htm,Cachar - 788102, Assam
3625,Assam,Cachar,Greenview Nursing Home,https://www.medindia.net/directories/hospitals/greenview-nursing-home-cachar-assam-101501.htm,Cachar - 788005, Assam
3626,Assam,Cachar,Hailakandi Civil Hospital,https://www.medindia.net/directories/hospitals/hailakandi-civil-hospital-cachar-assam-92388.htm,Cachar - 788151, Assam
3627,Assam,Cachar,Indian Red Cross Society,https://www.medindia.net/directories/hospitals/indian-red-cross-society-cachar-assam-104498.htm,Cachar - 788001, Assam
3628,Assam,Cachar,Katigorah Hospital,https://www.medindia.net/directories/hospitals/katigorah-hospital-cachar-assam-92347.htm,Cachar - 788805, Assam
3629,Assam,Cachar,Kay Cee Clinic and Nursing Home,https://www.medindia.net/directories/hospitals/kay-cee-clinic-and-nursing-home-cachar-assam-89933.htm,Cachar - 788001, Assam
3630,Assam,Cachar,Life Line Hospital,https://www.medindia.net/directories/hospitals/life-line-hospital-cachar-assam-20859.htm,Cachar - 788005, Assam
3631,Assam,Cachar,Lions Eye Hospital,https://www.medindia.net/directories/hospitals/lions-eye-hospital-cachar-assam-3595.htm,Cachar - 788001, Assam
3632,Assam,Cachar,Mediland Hospital and Research Centre,https://www.medindia.net/directories/hospitals/mediland-hospital-and-research-centre-cachar-assam-6591.htm,Cachar - 788002, Assam
3633,Assam,Cachar,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-cachar-assam-92348.htm,Cachar - 788117, Assam
3634,Assam,Cachar,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-cachar-assam-92354.htm,Cachar - 788013, Assam
3635,Assam,Cachar,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-cachar-assam-92460.htm,Cachar - 788110, Assam
3636,Assam,Cachar,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-cachar-assam-92382.htm,Cachar - 788815, Assam
3637,Assam,Cachar,R E Nursing Home & Diagnostic Centre,https://www.medindia.net/directories/hospitals/r-e-nursing-home-diagnostic-centre-cachar-assam-24726.htm,cachar - 788114, Assam
3638,Assam,Cachar,Sibtila Primary Health Center,https://www.medindia.net/directories/hospitals/sibtila-primary-health-center-cachar-assam-92350.htm,Cachar - 788817, Assam
3639,Assam,Cachar,Silchar Medical College & Hospital,https://www.medindia.net/directories/hospitals/silchar-medical-college-hospital-cachar-assam-10064.htm,Cachar - 788014, Assam
3640,Assam,Cachar,South City Hospital,https://www.medindia.net/directories/hospitals/south-city-hospital-cachar-assam-10373.htm,Cachar - 788118, Assam
3641,Assam,Cachar,South City Hospital,https://www.medindia.net/directories/hospitals/south-city-hospital-cachar-assam-18743.htm,Cachar - 788015, Assam
3642,Assam,Cachar,Urban Primary Health Centre,https://www.medindia.net/directories/hospitals/urban-primary-health-centre-cachar-assam-92351.htm,Cachar - 788003, Assam
3643,Assam,Cachar,Valley Hospital And Research Centre,https://www.medindia.net/directories/hospitals/valley-hospital-and-research-centre-cachar-assam-27827.htm,Cachar - 788015, Assam
3644,Assam,Chaka Bausi Gaon,Chakabaushi Sub-Centre,https://www.medindia.net/directories/hospitals/chakabaushi-sub-centre-chaka-bausi-gaon-assam-92326.htm,Chaka Bausi Gaon - 781308, Assam
3645,Assam,Chirang,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-chirang-assam-92362.htm,Chirang - 783390, Assam
3646,Assam,Chirang,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-chirang-assam-92363.htm,Chirang - 783372, Assam
3647,Assam,Darrang,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-darrang-assam-92448.htm,Darrang - 784509, Assam
3648,Assam,Darrang,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-darrang-assam-92367.htm,Darrang - 784145, Assam
3649,Assam,Darrang,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-darrang-assam-92482.htm,Darrang - 784115, Assam
3650,Assam,Darrang,Government Hospital,https://www.medindia.net/directories/hospitals/government-hospital-darrang-assam-92364.htm,Darrang - 784113, Assam
3651,Assam,Darrang,Government Hospital,https://www.medindia.net/directories/hospitals/government-hospital-darrang-assam-92365.htm,Darrang - 784147, Assam
3652,Assam,Darrang,Mangaldai Civil Hospital,https://www.medindia.net/directories/hospitals/mangaldai-civil-hospital-darrang-assam-69933.htm,Darrang - 784125, Assam
3653,Assam,Darrang,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-darrang-assam-92334.htm,Darrang - 784509, Assam
3654,Assam,Darrang,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-darrang-assam-92368.htm,Darrang - 784145, Assam
3655,Assam,Darrang,New Primary Health Centre,https://www.medindia.net/directories/hospitals/new-primary-health-centre-darrang-assam-92472.htm,Darrang - 784146, Assam
3656,Assam,Darrang,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-darrang-assam-92447.htm,Darrang - 784509, Assam
3657,Assam,Darrang,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-darrang-assam-92469.htm,Darrang - 784507, Assam
3658,Assam,Darrang,Primary Health Sub Center,https://www.medindia.net/directories/hospitals/primary-health-sub-center-darrang-assam-92478.htm,Darrang - 784514, Assam
3659,Assam,Darrang,Primary Health Sub Center,https://www.medindia.net/directories/hospitals/primary-health-sub-center-darrang-assam-92480.htm,Darrang - 782411, Assam
3660,Assam,Darrang,Primary Health Sub Center,https://www.medindia.net/directories/hospitals/primary-health-sub-center-darrang-assam-92479.htm,Darrang - 784116, Assam
3661,Assam,Dhemaji,Civil Hospital,https://www.medindia.net/directories/hospitals/civil-hospital-dhemaji-assam-69712.htm,Dhemaji - 787057, Assam
3662,Assam,Dhemaji,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-dhemaji-assam-92377.htm,Dhemaji - 787053, Assam
3663,Assam,Dhemaji,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-dhemaji-assam-92485.htm,Dhemaji - 787060, Assam
3664,Assam,Dhemaji,Dhemaji Civil Hospital,https://www.medindia.net/directories/hospitals/dhemaji-civil-hospital-dhemaji-assam-76546.htm,Dhemaji - 787057, Assam
3665,Assam,Dhemaji,Ghilamora Community Health Centre (CHC),https://www.medindia.net/directories/hospitals/ghilamora-community-health-centre-chc-dhemaji-assam-104979.htm,Dhemaji - 787053, Assam
3666,Assam,Dhemaji,Jonai Civil Hospital,https://www.medindia.net/directories/hospitals/jonai-civil-hospital-dhemaji-assam-94131.htm,Dhemaji - 787060, Assam
3667,Assam,Dhemaji,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-dhemaji-assam-92379.htm,Dhemaji - 787110, Assam
3668,Assam,Dhemaji,Primary Health Center / Community Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-community-health-center-dhemaji-assam-92378.htm,Dhemaji - 787034, Assam
3669,Assam,Dhemaji,Public Health Centre,https://www.medindia.net/directories/hospitals/public-health-centre-dhemaji-assam-92380.htm,Dhemaji - 787059, Assam
3670,Assam,Dhemaji,Urban Health Centre,https://www.medindia.net/directories/hospitals/urban-health-centre-dhemaji-assam-92376.htm,Dhemaji - 787057, Assam
3671,Assam,Dhubri,Apollo Clinic,https://www.medindia.net/directories/hospitals/apollo-clinic-dhubri-assam-84143.htm,Dhubri - 783324, Assam
3672,Assam,Dhubri,Civil Hospital,https://www.medindia.net/directories/hospitals/civil-hospital-dhubri-assam-102969.htm,Dhubri - 783301, Assam
3673,Assam,Dhubri,Dhubri Medical College and Hospital,https://www.medindia.net/directories/hospitals/dhubri-medical-college-and-hospital-dhubri-assam-69807.htm,Dhubri - 783324, Assam
3674,Assam,Dhubri,Gauripur Hospital,https://www.medindia.net/directories/hospitals/gauripur-hospital-dhubri-assam-1260.htm,Dhubri - 783331, Assam
3675,Assam,Dhubri,Hatsingimari Sdch,https://www.medindia.net/directories/hospitals/hatsingimari-sdch-dhubri-assam-89636.htm,Dhubri - 783301, Assam
3676,Assam,Dhubri,Islam Homoeo Clinic,https://www.medindia.net/directories/hospitals/islam-homoeo-clinic-dhubri-assam-60622.htm,Dhubri - 783135, Assam
3677,Assam,Dhubri,Primary Health Care,https://www.medindia.net/directories/hospitals/primary-health-care-dhubri-assam-92445.htm,Dhubri - 783135, Assam
3678,Assam,Dhubri,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-dhubri-assam-92418.htm,Dhubri - 783325, Assam
3679,Assam,Dhubri,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-dhubri-assam-92463.htm,Dhubri - 783345, Assam
3680,Assam,Dibrugarh,Aaditya Diagnostics & Hospital.,https://www.medindia.net/directories/hospitals/aaditya-diagnostics-hospital-dibrugarh-assam-71135.htm,Dibrugarh - 786005, Assam
3681,Assam,Dibrugarh,Aditya Diagnostics & Hospitals,https://www.medindia.net/directories/hospitals/aditya-diagnostics-hospitals-dibrugarh-assam-73580.htm,Dibrugarh - 786005, Assam
3682,Assam,Dibrugarh,Aditya Diagnostics and Hospitals,https://www.medindia.net/directories/hospitals/aditya-diagnostics-and-hospitals-dibrugarh-assam-88355.htm,Dibrugarh - 786005, Assam
3683,Assam,Dibrugarh,Aditya Hospital and Diagnostic Center,https://www.medindia.net/directories/hospitals/aditya-hospital-and-diagnostic-center-dibrugarh-assam-79612.htm,Dibrugarh - 786005, Assam
3684,Assam,Dibrugarh,Aditya Hospitals,https://www.medindia.net/directories/hospitals/aditya-hospitals-dibrugarh-assam-71777.htm,Dibrugarh - 786001, Assam
3685,Assam,Dibrugarh,Advanced Hearing & Balance Clinic,https://www.medindia.net/directories/hospitals/advanced-hearing-balance-clinic-dibrugarh-assam-56827.htm,Dibrugarh - 786001, Assam
3686,Assam,Dibrugarh,Apeksha Hospital,https://www.medindia.net/directories/hospitals/apeksha-hospital-dibrugarh-assam-89488.htm,Dibrugarh - 786005, Assam
3687,Assam,Dibrugarh,Apeksha Hospital,https://www.medindia.net/directories/hospitals/apeksha-hospital-dibrugarh-assam-69785.htm,Dibrugarh - 786005, Assam
